Fecha,Concepto,Cantidad,Tipo
1-09-01,Compras - Otros,18.0,Gasto
1-09-01,Compras,40.0,Gasto
1-09-01,Transporte,20.0,Gasto
1-09-01,Ocio - Restaurantes,30.0,Gasto
1-09-01,Ventas,1000.0,Ingreso
1-09-01,Hogar - Hipoteca,209.0,Gasto
1-09-01,Deporte - Deporte,15.0,Gasto
1-09-01,Hogar - Cuenta,200.0,Gasto
1-09-01,Hogar - Seguro hogar,27.0,Gasto
1-09-01,Hogar - Seguro vida,18.0,Gasto
1-09-01,Nómina,972.0,Ingreso
1-10-01,Ventas,10.0,Ingreso
1-10-01,Ocio - Restaurantes,13.0,Gasto
1-10-01,Hogar - Seguro vida,18.0,Gasto
1-10-01,Hogar - Seguro hogar,27.0,Gasto
1-10-01,Hogar - Cuenta,200.0,Gasto
1-10-01,Ventas,1000.0,Ingreso
1-10-01,Plataformas - Spotify,36.0,Gasto
1-10-01,Hogar - Hipoteca,209.0,Gasto
1-10-01,Compras - Cultura,20.0,Gasto
1-10-01,Ocio - Comedor,38.0,Gasto
1-10-01,Nómina,1865.0,Ingreso
1-10-01,Deporte - Deporte,15.0,Gasto
1-10-01,Ocio - Restaurantes,15.0,Gasto
1-11-01,Ocio - Comedor,55.0,Gasto
1-11-01,Ventas,1000.0,Ingreso
1-11-01,Compras - Otros,90.0,Gasto
1-11-01,Transporte,15.0,Gasto
1-11-01,Ocio - Restaurantes,50.0,Gasto
1-11-01,Xapa't,40.0,Ingreso
1-11-01,Hogar - Cuenta,200.0,Gasto
1-11-01,Hogar - Seguro vida,18.0,Gasto
1-11-01,Hogar - Hipoteca,209.0,Gasto
1-11-01,Hogar - Seguro hogar,27.0,Gasto
1-11-01,Nómina,1831.0,Ingreso
1-11-01,Deporte - Deporte,15.0,Gasto
1900-01-03,Ocio - Comedor,21.0,Gasto
1930-04-01,Ocio - Cerveza,9.0,Gasto
1973-12-17,Ocio - Restaurantes,24.0,Gasto
2021-01-01,Plataformas - Spotify,3.0,Gasto
2021-01-01,Plataformas - Playstation,9.0,Gasto
2021-01-01,Plataformas - Twich,5.0,Gasto
2021-01-01,Transporte,40.0,Gasto
2021-01-01,Ocio - Restaurantes,7.0,Gasto
2021-01-08,Transporte,23.0,Gasto
2021-01-09,Compras - Ropa y calzado,45.0,Gasto
2021-01-10,Compras - Cultura,76.0,Gasto
2021-01-12,Móvil - Móvil,20.0,Gasto
2021-01-13,Nómina,2075.0,Ingreso
2021-01-14,Xapa't,28.0,Ingreso
2021-01-15,Regalo/otro,50.0,Ingreso
2021-01-16,Transporte,10.0,Gasto
2021-01-17,Ocio - Compra,20.0,Gasto
2021-02-01,Plataformas - Twich,5.0,Gasto
2021-02-02,Ocio - Restaurantes,22.0,Gasto
2021-02-02,Móvil - Móvil,20.0,Gasto
2021-02-02,Ocio - Compra,6.0,Gasto
2021-02-02,Compras - Otros,6.0,Gasto
2021-02-02,Nómina,2034.0,Ingreso
2021-02-02,Ocio - Compra,9.0,Gasto
2021-02-02,Plataformas - Spotify,3.0,Gasto
2021-02-13,Compras - Otros,9.0,Gasto
2021-02-13,Transporte,13.0,Gasto
2021-02-16,Plataformas - Playstation,9.0,Gasto
2021-02-23,Xapa't,26.0,Ingreso
2021-03-01,Móvil - Móvil,20.0,Gasto
2021-03-03,Transporte,13.0,Gasto
2021-03-03,Compras - Otros,30.0,Gasto
2021-03-10,Xapa't,26.0,Ingreso
2021-03-14,Plataformas - Spotify,3.0,Gasto
2021-03-14,Plataformas - Twich,5.0,Gasto
2021-03-16,Plataformas - Playstation,9.0,Gasto
2021-03-17,Viajes - Viajes,100.0,Gasto
2021-03-27,Compras - Regalos,5.0,Gasto
2021-03-28,Ocio - Restaurantes,18.0,Gasto
2021-03-31,Nómina,2034.0,Ingreso
2021-04-01,Transporte,14.0,Gasto
2021-04-01,Plataformas - Spotify,3.0,Gasto
2021-04-01,Plataformas - Playstation,9.0,Gasto
2021-04-01,Móvil - Móvil,20.0,Gasto
2021-04-01,Viajes - Viajes,14.0,Gasto
2021-04-01,Ocio - Compra,9.0,Gasto
2021-04-02,Regalo/otro,50.0,Ingreso
2021-04-03,Ocio - Cerveza,1.5,Gasto
2021-04-03,Ocio - Restaurantes,42.0,Gasto
2021-04-04,Compras - Cultura,15.0,Gasto
2021-04-09,Xapa't,157.0,Ingreso
2021-04-12,Xapa't,107.0,Ingreso
2021-04-17,Xapa't,16.0,Ingreso
2021-04-18,Plataformas - Twich,5.0,Gasto
2021-04-21,Compras - Cultura,15.0,Gasto
2021-04-25,Ocio - Restaurantes,16.0,Gasto
2021-04-26,Transporte,14.0,Gasto
2021-04-28,Ocio - Compra,5.0,Gasto
2021-04-29,Nómina,2034.0,Ingreso
2021-05-01,Plataformas - Playstation,9.0,Gasto
2021-05-01,Móvil - Móvil,20.0,Gasto
2021-05-01,Viajes - Viajes,70.0,Gasto
2021-05-01,Plataformas - Spotify,3.0,Gasto
2021-05-03,Transporte,8.0,Gasto
2021-05-09,Ocio - Restaurantes,20.0,Gasto
2021-05-14,Transporte,13.0,Gasto
2021-05-16,Xapa't,72.0,Ingreso
2021-05-16,Ocio - Cerveza,5.0,Gasto
2021-05-16,Xapa't,11.0,Ingreso
2021-05-22,Compras - Ropa y calzado,100.0,Gasto
2021-05-23,Xapa't,18.0,Ingreso
2021-05-23,Ocio - Cerveza,4.0,Gasto
2021-05-25,Xapa't,72.0,Ingreso
2021-05-28,Ocio - Cerveza,8.0,Gasto
2021-05-28,Nómina,475.0,Ingreso
2021-05-28,Nómina,2972.0,Ingreso
2021-05-28,Ocio - Restaurantes,10.0,Gasto
2021-06-01,Móvil,20.0,Gasto
2021-06-01,Plataformas - Playstation,9.0,Gasto
2021-06-01,Plataformas - Spotify,3.0,Gasto
2021-06-01,Compras - Tecnología,45.0,Gasto
2021-06-03,Transporte,13.0,Gasto
2021-06-05,Viajes - Viajes,94.0,Gasto
2021-06-12,Ocio - Restaurantes,22.0,Gasto
2021-06-15,Compras - Otros,50.0,Gasto
2021-06-19,Ocio - Cerveza,2.0,Gasto
2021-06-19,Ocio - Restaurantes,13.0,Gasto
2021-06-24,Ocio - Cerveza,2.0,Gasto
2021-06-29,Transporte,26.0,Gasto
2021-06-29,Transporte,63.0,Gasto
2021-06-29,Transporte,145.0,Gasto
2021-06-29,Nómina,2034.0,Ingreso
2021-06-30,Ocio - Restaurantes,40.0,Gasto
2021-06-30,Renta,1612.0,Gasto
2021-07-01,Móvil - Móvil,20.0,Gasto
2021-07-01,Transporte,14.0,Gasto
2021-07-01,Plataformas - Spotify,3.0,Gasto
2021-07-04,Ocio - Restaurantes,14.0,Gasto
2021-07-05,Ocio - Restaurantes,4.0,Gasto
2021-07-06,Xapa't,95.0,Ingreso
2021-07-06,Xapa't,100.0,Ingreso
2021-07-08,Xapa't,62.0,Ingreso
2021-07-11,Viajes - Viajes,100.0,Gasto
2021-07-12,Xapa't,50.0,Ingreso
2021-07-14,Ocio - Restaurantes,9.0,Gasto
2021-07-14,Compras - Regalos,6.0,Gasto
2021-07-17,Ocio - Restaurantes,14.0,Gasto
2021-07-18,Ocio - Cerveza,4.0,Gasto
2021-07-18,Ocio - Restaurantes,16.0,Gasto
2021-07-19,Plataformas - Playstation,9.0,Gasto
2021-07-20,Xapa't,50.0,Ingreso
2021-07-22,Ocio - Restaurantes,11.0,Gasto
2021-07-25,Xapa't,112.0,Ingreso
2021-07-29,Nómina,3039.53,Ingreso
2021-07-30,Ocio - Restaurantes,22.0,Gasto
2021-07-31,Nómina,277.0,Ingreso
2021-08-01,Plataformas - Spotify,3.0,Gasto
2021-08-01,Móvil - Móvil,20.0,Gasto
2021-08-03,Ocio - Restaurantes,10.0,Gasto
2021-08-07,Viajes - Viajes,100.0,Gasto
2021-08-14,Viajes - Viajes,187.41,Gasto
2021-08-14,Regalo/otro,150.0,Ingreso
2021-08-15,Ocio - Restaurantes,7.0,Gasto
2021-08-18,Plataformas - Playstation,9.0,Gasto
2021-08-21,Ocio - Restaurantes,34.0,Gasto
2021-08-26,Ocio - Restaurantes,8.0,Gasto
2021-08-26,Ocio - Restaurantes,17.5,Gasto
2021-08-28,Ocio - Restaurantes,20.0,Gasto
2021-08-29,Ocio - Restaurantes,3.1,Gasto
2021-08-31,Nómina,924.0,Ingreso
2021-09-01,Móvil - Móvil,20.0,Gasto
2021-09-01,Formación - Música,50.0,Gasto
2021-09-01,Plataformas - Spotify,3.0,Gasto
2021-09-01,Formación - Oposiciones,180.0,Gasto
2021-09-01,Compras - Tecnología,15.0,Gasto
2021-09-04,Ocio - Restaurantes,10.0,Gasto
2021-09-09,Ventas,15.0,Ingreso
2021-09-11,Ocio - Restaurantes,20.0,Gasto
2021-09-12,Ocio - Cerveza,5.0,Gasto
2021-09-17,Transporte,16.0,Gasto
2021-09-18,Ocio - Restaurantes,20.0,Gasto
2021-09-18,Compras - Cultura,15.0,Gasto
2021-09-18,Regalo/otro,35.0,Gasto
2021-09-20,Xapa't,30.0,Ingreso
2021-09-25,Ocio,40.0,Gasto
2021-09-25,Ventas,3.0,Ingreso
2021-09-29,Compras - Cultura,15.0,Gasto
2021-09-30,Nómina,924.0,Ingreso
2021-10-01,Plataformas - Spotify,32.0,Gasto
2021-10-01,Móvil - Móvil,20.0,Gasto
2021-10-01,Formación - Oposiciones,180.0,Gasto
2021-10-01,Formación - Música,30.0,Gasto
2021-10-01,Viajes - Viajes,30.0,Gasto
2021-10-05,Ventas,3.0,Ingreso
2021-10-07,Xapa't,70.0,Ingreso
2021-10-08,Ventas,3.0,Ingreso
2021-10-11,Viajes - Viajes,73.0,Gasto
2021-10-15,Ventas,100.0,Ingreso
2021-10-15,Ventas,50.0,Ingreso
2021-10-15,Ocio - Restaurantes,8.0,Gasto
2021-10-17,Ocio - Restaurantes,15.0,Gasto
2021-10-18,Ventas,5.0,Ingreso
2021-10-18,Ventas,15.0,Ingreso
2021-10-18,Ventas,8.0,Ingreso
2021-10-18,Ventas,20.0,Ingreso
2021-10-19,Ventas,10.0,Ingreso
2021-10-21,Ventas,5.0,Ingreso
2021-10-24,Compras - Cultura,20.0,Gasto
2021-10-24,Viajes - Viajes,66.0,Gasto
2021-10-24,Compras - Tecnología,27.0,Gasto
2021-10-25,Ventas,60.0,Ingreso
2021-10-28,Compras - Ropa y calzado,62.0,Gasto
2021-10-28,Compras - Cultura,10.0,Gasto
2021-10-30,Ocio - Restaurantes,4.0,Gasto
2021-10-31,Nómina,924.0,Ingreso
2021-10-31,Ocio - Restaurantes,30.0,Gasto
2021-11-01,Móvil,20.0,Gasto
2021-11-01,Formación - Oposiciones,180.0,Gasto
2021-11-01,Formación - Música,40.0,Gasto
2021-11-03,Xapa't,290.0,Ingreso
2021-11-05,Transporte,34.0,Gasto
2021-11-07,Ocio - Restaurantes,25.0,Gasto
2021-11-09,Transporte,16.0,Gasto
2021-11-13,Plataformas - Otras,9.0,Gasto
2021-11-13,Ventas,20.0,Ingreso
2021-11-19,Compras - Tecnología,22.0,Gasto
2021-11-20,Ventas,20.0,Ingreso
2021-11-21,Compras - Ropa y calzado,23.0,Gasto
2021-11-21,Ocio - Cerveza,10.0,Gasto
2021-11-22,Transporte,15.0,Gasto
2021-11-28,Viajes - Viajes,100.0,Gasto
2021-11-28,Compras - Ropa y calzado,70.0,Gasto
2021-11-28,Compras - Tecnología,20.0,Gasto
2021-11-30,Compras - Otros,25.0,Gasto
2021-12-01,Formación - Oposiciones,180.0,Gasto
2021-12-01,Móvil - Móvil,20.0,Gasto
2021-12-01,Formación - Música,40.0,Gasto
2021-12-05,Ocio - Restaurantes,10.0,Gasto
2021-12-07,Ocio - Restaurantes,18.0,Gasto
2021-12-07,Ocio - Restaurantes,22.0,Gasto
2021-12-07,Ocio - Restaurantes,12.0,Gasto
